ID,Imię,Nazwisko,Płeć,Data urodzenia,Adres,Odznaki
714,Antoni,Troka,mężczyzna,12-05-1992,pl. Truskawkowa 172 52-392 Bielsko-Biała,[]
715,Bianka,Szabla,kobieta,03-11-1987,plac Tylna 77/53 18-497 Puławy,"['Mistrz Kodowania', 'Kreatywny Problem Solver']"
716,Miłosz,Kierepka,mężczyzna,17-08-2004,ulica Maja 02 24-298 Łaziska Górne,"['Zaangażowany Twórca', 'Innowacyjny Programista', 'Wielki Odkrywca']"
717,Róża,Bona,kobieta,23-06-1987,plac Okrzei 71/31 70-383 Piekary Śląskie,['Doskonały Komunikator']
718,Marek,Węgrzyniak,mężczyzna,31-10-2003,aleja Chabrowa 83 56-953 Świętochłowice,"['Kreatywny Problem Solver', 'Wielki Odkrywca']"
719,Adrian,Delekta,mężczyzna,03-06-1988,ul. Morcinka 052 73-011 Dzierżoniów,[]
720,Melania,Droś,kobieta,23-02-2005,aleja Jana Pawła II 73 54-274 Oława,['Zaangażowany Twórca']
721,Cezary,Jarosiewicz,mężczyzna,18-02-1991,al. Czarnieckiego 14/42 28-079 Białogard,"['Guru Matematyki', 'Guru Matematyki', 'Wielki Odkrywca']"
722,Maks,Ryndak,mężczyzna,14-12-1988,ulica Cegielniana 02 43-445 Ruda Śląska,"['Innowacyjny Programista', 'Ekspercki Analizator Danych', 'Ekspercki Analizator Danych']"
723,Fryderyk,Komperda,mężczyzna,28-10-1998,ulica Wojska Polskiego 04/95 46-930 Wągrowiec,"['Guru Matematyki', 'Technologiczny Wizjoner', 'Doskonały Komunikator', 'Zaangażowany Twórca']"
724,Ryszard,Smolka,mężczyzna,14-03-2002,plac Morska 21/30 95-466 Przemyśl,"['Kreatywny Problem Solver', 'Wielki Odkrywca']"
725,Eryk,Jędrys,mężczyzna,27-02-2003,plac Wiślana 271 35-138 Kielce,[]
726,Jacek,Pasieczna,mężczyzna,19-05-1997,al. Pogodna 004 66-940 Skierniewice,"['Ekspercki Analizator Danych', 'Innowacyjny Programista']"
727,Sonia,Skierka,kobieta,17-09-1991,ulica Dolna 60/05 41-983 Ostróda,"['Doskonały Komunikator', 'Guru Matematyki']"
728,Angelika,Osada,kobieta,21-08-1985,al. Majowa 17 08-539 Kutno,"['Ambitny Naukowiec', 'Guru Matematyki', 'Ambitny Naukowiec']"
729,Marek,Dydak,mężczyzna,08-06-1999,al. Poznańska 689 26-606 Zabrze,"['Kreatywny Problem Solver', 'Zaangażowany Twórca']"
730,Maks,Hadała,mężczyzna,01-11-1999,al. Pogodna 626 55-520 Ostrołęka,"['Kreatywny Problem Solver', 'Doskonały Komunikator', 'Ekspercki Analizator Danych']"
731,Iwo,Przybycień,mężczyzna,08-02-1989,aleja Agrestowa 541 48-672 Marki,"['Zaangażowany Twórca', 'Zaangażowany Twórca']"
732,Alex,Chorążewicz,mężczyzna,21-02-1998,al. Jana Pawła II 05/33 04-909 Wołomin,[]
733,Łukasz,Włodarz,mężczyzna,13-06-1987,ul. Perłowa 09/51 32-430 Brodnica,['Kreatywny Problem Solver']
734,Łukasz,Wydrych,mężczyzna,31-08-1992,ul. Mokra 791 04-690 Bielsko-Biała,"['Guru Matematyki', 'Zaangażowany Twórca']"
735,Olaf,Prawdzik,mężczyzna,24-05-2004,ulica Żeromskiego 793 54-566 Nowa Sól,[]
736,Adrianna,Żmija,kobieta,07-09-1983,aleja Malinowa 86/78 10-515 Siemianowice Śląskie,[]
737,Janina,Szmaj,kobieta,19-08-1992,aleja Ludowa 907 23-667 Kluczbork,"['Zaangażowany Twórca', 'Zaangażowany Twórca', 'Ekspercki Analizator Danych']"
738,Marcel,Dybał,mężczyzna,24-02-1990,plac Kielecka 786 76-327 Jawor,"['Wielki Odkrywca', 'Doskonały Komunikator']"
739,Tomasz,Kazana,mężczyzna,18-12-1987,plac Makowa 053 90-550 Świecie,"['Doskonały Komunikator', 'Wielki Odkrywca']"
740,Blanka,Surdyk,kobieta,05-07-1983,aleja Szarych Szeregów 42 85-186 Września,"['Zaangażowany Twórca', 'Wielki Odkrywca']"
741,Kaja,Majczyna,kobieta,20-03-2001,plac Harcerska 42 87-571 Rzeszów,"['Ekspercki Analizator Danych', 'Wielki Odkrywca']"
742,Dagmara,Litwińczuk,kobieta,02-02-2000,ul. Sucharskiego 159 08-275 Warszawa,"['Doskonały Komunikator', 'Guru Matematyki', 'Kreatywny Problem Solver']"
743,Konrad,Zacharczuk,mężczyzna,02-04-2000,al. Orzechowa 54 97-348 Nowa Sól,['Technologiczny Wizjoner']
744,Mariusz,Mądrzak,mężczyzna,19-11-1987,ulica Częstochowska 43 72-283 Łowicz,"['Ekspercki Analizator Danych', 'Ekspercki Analizator Danych']"
745,Sonia,Gal,kobieta,07-06-1984,ul. Bankowa 16/86 29-859 Łuków,"['Zaangażowany Twórca', 'Zaangażowany Twórca', 'Technologiczny Wizjoner', 'Kreatywny Problem Solver']"
746,Inga,Matacz,kobieta,19-02-1998,plac Poniatowskiego 15 16-864 Żyrardów,[]
747,Adam,Żółkiewicz,mężczyzna,29-01-2002,ul. Złota 33/24 04-677 Bielsko-Biała,['Guru Matematyki']
748,Karina,Merchel,kobieta,09-03-1997,al. Widok 476 25-412 Częstochowa,[]
749,Kazimierz,Windak,mężczyzna,01-01-1988,ulica Spółdzielcza 71 97-376 Pabianice,[]
750,Cezary,Jeka,mężczyzna,29-03-2002,pl. Nadbrzeżna 780 96-766 Augustów,[]
751,Eryk,Piechura,mężczyzna,09-09-2002,pl. Królewska 29 33-733 Jaworzno,"['Technologiczny Wizjoner', 'Wielki Odkrywca']"
752,Gaja,Śmieja,kobieta,28-02-1983,ulica Żytnia 10/36 05-165 Świętochłowice,"['Kreatywny Problem Solver', 'Technologiczny Wizjoner']"
753,Urszula,Kiciak,kobieta,04-05-1985,ul. Jeziorna 53/97 95-045 Kraśnik,"['Technologiczny Wizjoner', 'Wielki Odkrywca', 'Mistrz Kodowania', 'Ambitny Naukowiec']"
754,Jacek,Glazer,mężczyzna,17-12-1994,ul. Zielona 141 75-533 Świebodzice,"['Zaangażowany Twórca', 'Zaangażowany Twórca', 'Zaangażowany Twórca']"
755,Patryk,Klejna,mężczyzna,30-05-2002,aleja Myśliwska 03 26-354 Płock,[]
756,Konrad,Olewniczak,mężczyzna,12-12-1996,aleja Rolnicza 17/13 82-720 Sopot,[]
757,Grzegorz,Wyroślak,mężczyzna,24-09-2003,al. Olchowa 789 31-651 Płońsk,"['Innowacyjny Programista', 'Innowacyjny Programista']"
758,Ida,Rząd,kobieta,06-12-1986,ul. Maja 750 01-892 Jastrzębie-Zdrój,"['Guru Matematyki', 'Guru Matematyki', 'Zaangażowany Twórca', 'Zaangażowany Twórca']"
759,Róża,Droździk,kobieta,18-05-1997,ulica Lipowa 262 10-962 Krosno,"['Mistrz Kodowania', 'Mistrz Kodowania', 'Doskonały Komunikator']"
760,Bartek,Jaroch,mężczyzna,30-08-1994,ul. Północna 02/89 19-353 Lubartów,"['Ambitny Naukowiec', 'Zaangażowany Twórca', 'Zaangażowany Twórca', 'Mistrz Kodowania']"
761,Marika,Ruchała,kobieta,24-04-2003,plac Opolska 846 83-771 Gliwice,"['Innowacyjny Programista', 'Technologiczny Wizjoner']"
762,Sara,Dela,kobieta,04-10-1988,aleja Wysoka 671 07-748 Szczecinek,['Mistrz Kodowania']
763,Apolonia,Rajchel,kobieta,19-06-1998,ulica Lotnicza 57 97-656 Kielce,['Ekspercki Analizator Danych']
764,Bruno,Pędzik,mężczyzna,11-03-1995,ul. Hallera 52 40-928 Ostróda,"['Ambitny Naukowiec', 'Guru Matematyki', 'Wielki Odkrywca']"
765,Tobiasz,Szajek,mężczyzna,30-03-1984,aleja Sienkiewicza 76 14-676 Kluczbork,"['Wielki Odkrywca', 'Wielki Odkrywca']"
766,Bianka,Pilarek,kobieta,20-01-1989,plac Poprzeczna 459 93-101 Skarżysko-Kamienna,"['Zaangażowany Twórca', 'Ambitny Naukowiec', 'Mistrz Kodowania']"
767,Mariusz,Mol,mężczyzna,05-10-2003,pl. Drzymały 84 16-592 Toruń,"['Ambitny Naukowiec', 'Zaangażowany Twórca', 'Ekspercki Analizator Danych', 'Guru Matematyki']"
768,Angelika,Kopciuch,kobieta,04-09-2001,plac Toruńska 26 96-706 Świnoujście,"['Kreatywny Problem Solver', 'Doskonały Komunikator']"
769,Angelika,Pielech,kobieta,01-11-1991,ul. Wąska 62 54-891 Zielona Góra,[]
770,Tomasz,Dudziec,mężczyzna,04-01-1994,pl. Zakątek 88 59-929 Świdnica,['Zaangażowany Twórca']
771,Alan,Froń,mężczyzna,31-12-1994,al. Bociania 46/98 51-709 Białystok,"['Doskonały Komunikator', 'Guru Matematyki', 'Doskonały Komunikator']"
772,Bianka,Fabiszak,kobieta,13-04-1985,pl. Wiejska 97 67-358 Krotoszyn,[]
773,Kamila,Dułak,kobieta,27-09-1998,ulica Strzelecka 116 53-528 Zawiercie,[]
774,Tymon,Erdmann,mężczyzna,01-10-1988,ulica Mazowiecka 34 27-328 Włocławek,"['Zaangażowany Twórca', 'Innowacyjny Programista', 'Mistrz Kodowania']"
775,Blanka,Galos,kobieta,26-10-1995,aleja Jastrzębia 77 84-616 Ełk,"['Technologiczny Wizjoner', 'Technologiczny Wizjoner']"
776,Maciej,Burczak,mężczyzna,23-03-1995,ulica Odrzańska 719 88-943 Pszczyna,[]
777,Przemysław,Krysta,mężczyzna,11-09-1985,pl. Brzoskwiniowa 889 79-802 Iława,"['Technologiczny Wizjoner', 'Ambitny Naukowiec']"
778,Julian,Ziegler,mężczyzna,28-06-1990,pl. Składowa 448 79-677 Sanok,"['Mistrz Kodowania', 'Doskonały Komunikator', 'Ekspercki Analizator Danych', 'Kreatywny Problem Solver']"
779,Nicole,Kubiaczyk,mężczyzna,13-11-1996,plac Popiełuszki 73 82-135 Ciechanów,['Ekspercki Analizator Danych']
780,Anna Maria,Rozmiarek,kobieta,15-09-2001,ulica Pocztowa 62 84-379 Oława,[]
781,Marcin,Wołodźko,mężczyzna,29-11-1994,ulica Zaułek 82 59-771 Gorlice,"['Innowacyjny Programista', 'Kreatywny Problem Solver', 'Ambitny Naukowiec']"
782,Jeremi,Truchan,mężczyzna,21-01-1992,pl. Wypoczynkowa 76/32 74-883 Turek,[]
783,Kazimierz,Cebulak,mężczyzna,01-03-1985,plac Pszenna 645 80-023 Skawina,[]
784,Natan,Lada,mężczyzna,15-05-1996,aleja Kielecka 583 83-509 Lublin,"['Doskonały Komunikator', 'Guru Matematyki', 'Kreatywny Problem Solver', 'Wielki Odkrywca']"
785,Albert,Friedrich,mężczyzna,06-01-2005,ul. Górna 59 10-283 Jawor,"['Doskonały Komunikator', 'Ekspercki Analizator Danych', 'Doskonały Komunikator']"
786,Grzegorz,Furgała,mężczyzna,16-06-2004,plac Staszica 96 79-123 Wodzisław Śląski,['Innowacyjny Programista']
787,Gustaw,Zielke,mężczyzna,15-09-1999,aleja Matejki 10 48-663 Zawiercie,"['Kreatywny Problem Solver', 'Wielki Odkrywca', 'Ambitny Naukowiec']"
788,Ksawery,Solarczyk,mężczyzna,05-08-1992,al. Młynarska 661 16-477 Jelenia Góra,[]
789,Olga,Kościesza,kobieta,02-02-1996,al. Żwirki i Wigury 80/61 43-144 Ostrołęka,[]
790,Aleks,Powierża,mężczyzna,16-10-1983,ul. Sportowa 81/51 83-012 Lębork,"['Innowacyjny Programista', 'Kreatywny Problem Solver', 'Doskonały Komunikator', 'Wielki Odkrywca']"
791,Jan,Łudzik,mężczyzna,15-06-1994,al. Kusocińskiego 31 64-833 Dębica,[]
792,Olaf,Osada,mężczyzna,09-02-1995,plac Bolesława Krzywoustego 614 44-219 Olkusz,['Doskonały Komunikator']
793,Julian,Sądej,mężczyzna,04-09-1991,aleja Dworcowa 32 80-084 Tczew,['Wielki Odkrywca']
794,Anita,Sajewicz,kobieta,21-04-1992,aleja Rynek 49/49 33-847 Chrzanów,"['Ambitny Naukowiec', 'Mistrz Kodowania', 'Ekspercki Analizator Danych', 'Mistrz Kodowania']"
795,Wiktor,Piekart,mężczyzna,21-01-1991,aleja Lipca 08/42 57-537 Jelenia Góra,['Doskonały Komunikator']
796,Maciej,Wasilewicz,mężczyzna,07-02-1984,ul. Lwowska 718 92-269 Mielec,"['Innowacyjny Programista', 'Ambitny Naukowiec', 'Kreatywny Problem Solver', 'Technologiczny Wizjoner']"
797,Olaf,Dzienisz,mężczyzna,26-03-2000,pl. Żwirki i Wigury 66/92 52-642 Brodnica,[]
798,Arkadiusz,Listwan,mężczyzna,12-06-1991,aleja Mieszka I 41 35-721 Częstochowa,['Technologiczny Wizjoner']
799,Sara,Ciećko,kobieta,31-12-1989,aleja Rzemieślnicza 84/15 01-802 Skawina,"['Guru Matematyki', 'Innowacyjny Programista', 'Ekspercki Analizator Danych']"
800,Monika,Meissner,kobieta,02-09-2004,plac Żabia 98 10-626 Radom,[]
801,Jędrzej,Miąsko,mężczyzna,16-08-1989,ulica Widok 94/32 56-345 Jarosław,"['Kreatywny Problem Solver', 'Technologiczny Wizjoner', 'Doskonały Komunikator']"
802,Filip,Dybaś,mężczyzna,30-08-1985,pl. Plażowa 83 46-379 Racibórz,[]
803,Emil,Rubaj,mężczyzna,14-02-1986,aleja Rejtana 57/82 10-933 Lubin,['Guru Matematyki']
804,Inga,Zubel,kobieta,05-02-2002,ul. Powstańców Śląskich 14 27-875 Zawiercie,"['Guru Matematyki', 'Doskonały Komunikator', 'Kreatywny Problem Solver']"
805,Urszula,Fikus,kobieta,20-04-2000,ulica Strażacka 52/56 61-435 Bolesławiec,"['Technologiczny Wizjoner', 'Wielki Odkrywca', 'Kreatywny Problem Solver', 'Wielki Odkrywca']"
806,Kamila,Ciołczyk,kobieta,12-06-1999,plac Kazimierza Wielkiego 476 51-175 Pruszków,"['Kreatywny Problem Solver', 'Technologiczny Wizjoner', 'Guru Matematyki']"
807,Marcin,Smela,mężczyzna,13-09-2002,ulica Kopernika 02/44 79-520 Zamość,"['Innowacyjny Programista', 'Kreatywny Problem Solver']"
808,Fabian,Banyś,mężczyzna,24-06-1999,ulica Tuwima 976 27-038 Starogard Gdański,"['Ambitny Naukowiec', 'Kreatywny Problem Solver', 'Doskonały Komunikator']"
809,Maurycy,Kwasek,mężczyzna,11-01-1999,ul. Hutnicza 237 95-121 Biłgoraj,"['Ekspercki Analizator Danych', 'Zaangażowany Twórca', 'Zaangażowany Twórca']"
810,Roksana,Ścieszka,kobieta,03-08-1985,plac Mokra 75/64 20-365 Bielsko-Biała,"['Guru Matematyki', 'Ambitny Naukowiec', 'Ambitny Naukowiec', 'Guru Matematyki']"
811,Ida,Rabiej,kobieta,21-08-1994,pl. Stawowa 398 01-071 Kwidzyn,"['Guru Matematyki', 'Kreatywny Problem Solver']"
812,Kaja,Krzempek,kobieta,04-10-1985,aleja Makowa 029 32-957 Łódź,['Guru Matematyki']
813,Lidia,Związek,kobieta,28-03-2003,ulica Rubinowa 13/64 04-546 Świętochłowice,[]
814,Tymon,Parus,mężczyzna,28-02-1993,ulica Miła 131 54-142 Przemyśl,"['Innowacyjny Programista', 'Zaangażowany Twórca']"
815,Anastazja,Szymaniuk,kobieta,20-06-1986,aleja Górna 64/01 42-336 Knurów,"['Mistrz Kodowania', 'Zaangażowany Twórca', 'Mistrz Kodowania']"
816,Fryderyk,Maras,mężczyzna,04-08-1987,ulica Żurawia 98 22-747 Polkowice,['Guru Matematyki']
817,Olgierd,Jędruszczak,mężczyzna,01-03-1999,ul. Okulickiego 95 88-639 Gdańsk,['Ambitny Naukowiec']
818,Liwia,Sołek,kobieta,14-01-1997,plac Skłodowskiej-Curie 115 63-513 Wyszków,['Guru Matematyki']
819,Ryszard,Korzeniak,mężczyzna,23-03-1999,al. Rumiankowa 32/69 81-802 Piła,"['Kreatywny Problem Solver', 'Doskonały Komunikator']"
820,Ernest,Nytko,mężczyzna,19-03-2001,al. Olchowa 68/85 07-752 Ostrowiec Świętokrzyski,"['Guru Matematyki', 'Doskonały Komunikator', 'Wielki Odkrywca']"
821,Stanisław,Gogół,mężczyzna,17-03-1983,al. Zbożowa 94 72-967 Krosno,"['Zaangażowany Twórca', 'Wielki Odkrywca', 'Technologiczny Wizjoner', 'Kreatywny Problem Solver']"
822,Ernest,Dyś,mężczyzna,07-10-1998,aleja Koralowa 48 59-581 Knurów,"['Guru Matematyki', 'Innowacyjny Programista', 'Zaangażowany Twórca', 'Doskonały Komunikator']"
823,Miłosz,Budych,mężczyzna,15-12-2003,aleja Zachodnia 02/01 68-541 Olkusz,[]
824,Norbert,Smolec,mężczyzna,25-11-2004,plac Mokra 83/54 71-189 Kwidzyn,"['Zaangażowany Twórca', 'Innowacyjny Programista']"
825,Jeremi,Klinkosz,mężczyzna,06-11-1985,plac Dojazdowa 139 63-429 Będzin,"['Ambitny Naukowiec', 'Zaangażowany Twórca', 'Ekspercki Analizator Danych']"
826,Borys,Delikat,mężczyzna,28-09-1999,pl. Sportowa 60 14-317 Świecie,[]
827,Aurelia,Kieca,kobieta,14-03-1995,plac Majowa 27/13 01-914 Kętrzyn,"['Guru Matematyki', 'Ekspercki Analizator Danych']"
828,Wiktor,Kusztal,mężczyzna,26-01-1995,al. Słoneczna 11/35 38-411 Katowice,['Doskonały Komunikator']
829,Tomasz,Cyganik,mężczyzna,12-11-1989,ulica Łanowa 99/01 09-397 Mława,"['Ambitny Naukowiec', 'Ekspercki Analizator Danych', 'Innowacyjny Programista']"
830,Jerzy,Cebo,mężczyzna,23-06-1986,pl. Wiązowa 80/12 77-655 Sopot,[]
831,Mikołaj,Nicewicz,mężczyzna,17-09-1986,aleja Wyzwolenia 04/65 30-561 Gniezno,"['Technologiczny Wizjoner', 'Mistrz Kodowania', 'Ekspercki Analizator Danych', 'Mistrz Kodowania']"
832,Adam,Kupaj,mężczyzna,06-12-1993,pl. Mazowiecka 07 57-894 Siedlce,"['Technologiczny Wizjoner', 'Wielki Odkrywca']"
833,Norbert,Jakubiuk,mężczyzna,02-11-1983,al. Słowianska 168 44-924 Sochaczew,"['Kreatywny Problem Solver', 'Wielki Odkrywca', 'Wielki Odkrywca']"
834,Sonia,Dawiec,kobieta,23-02-1998,plac Kolejowa 440 03-327 Sochaczew,['Ambitny Naukowiec']
835,Karina,Smykała,kobieta,13-07-1988,aleja Słowicza 79 08-764 Koło,['Guru Matematyki']
836,Arkadiusz,Woroch,mężczyzna,27-03-1993,ulica Wrocławska 987 20-919 Jaworzno,[]
837,Kornelia,Buchalik,kobieta,12-06-1989,al. Zbożowa 15/43 03-441 Zakopane,"['Technologiczny Wizjoner', 'Ekspercki Analizator Danych']"
838,Ignacy,Fryś,mężczyzna,03-08-1989,al. Żurawia 74/34 60-084 Włocławek,[]
839,Anita,Trzop,kobieta,17-03-1991,plac Robotnicza 131 75-291 Kwidzyn,[]
840,Franciszek,Gill,mężczyzna,10-08-1985,ul. Niecała 099 48-039 Gorlice,['Mistrz Kodowania']
841,Michał,Stoch,mężczyzna,25-04-1984,ulica Pszenna 12 70-099 Sopot,['Kreatywny Problem Solver']
842,Dariusz,Hennig,mężczyzna,08-05-1986,ulica Cmentarna 68/92 38-268 Wałcz,"['Ekspercki Analizator Danych', 'Ekspercki Analizator Danych']"
843,Krystyna,Dolega,kobieta,24-04-1992,al. Pułaskiego 47/16 65-499 Bełchatów,"['Zaangażowany Twórca', 'Doskonały Komunikator']"
844,Konstanty,Laszkiewicz,mężczyzna,28-02-1994,plac Majowa 70 23-597 Ełk,"['Guru Matematyki', 'Zaangażowany Twórca', 'Ambitny Naukowiec', 'Zaangażowany Twórca']"
845,Jan,Gruza,mężczyzna,28-05-1995,ulica Południowa 88/04 69-190 Dzierżoniów,"['Zaangażowany Twórca', 'Wielki Odkrywca']"
846,Mateusz,Płodzień,mężczyzna,11-08-2000,al. Morska 95/19 93-493 Białogard,"['Doskonały Komunikator', 'Ambitny Naukowiec', 'Innowacyjny Programista']"
847,Liwia,Kulon,kobieta,02-02-1997,ul. Wspólna 38/61 40-831 Legnica,"['Guru Matematyki', 'Ekspercki Analizator Danych', 'Zaangażowany Twórca']"
848,Monika,Wziątek,kobieta,27-06-1997,al. Polna 26/22 73-874 Świdnica,"['Ambitny Naukowiec', 'Innowacyjny Programista']"
849,Marek,Dytko,mężczyzna,17-04-1990,aleja Pocztowa 10 03-594 Chojnice,"['Doskonały Komunikator', 'Ekspercki Analizator Danych', 'Wielki Odkrywca', 'Ambitny Naukowiec']"
850,Kajetan,Sarosiek,mężczyzna,04-02-1988,pl. Jeżynowa 587 51-573 Szczytno,['Innowacyjny Programista']
851,Justyna,Bartuś,kobieta,17-10-1985,plac Urocza 869 91-148 Ruda Śląska,"['Kreatywny Problem Solver', 'Doskonały Komunikator', 'Ekspercki Analizator Danych', 'Doskonały Komunikator']"
852,Justyna,Siergiej,kobieta,13-04-1995,aleja Sybiraków 64/09 07-506 Ełk,[]
853,Paweł,Lemieszek,mężczyzna,09-01-1990,pl. Wieniawskiego 85/54 11-024 Racibórz,"['Zaangażowany Twórca', 'Kreatywny Problem Solver', 'Wielki Odkrywca']"
854,Inga,Cal,kobieta,08-11-1992,aleja Poziomkowa 513 01-006 Kłodzko,[]
855,Olaf,Palak,mężczyzna,05-02-1999,al. Maczka 83/11 10-737 Sochaczew,['Mistrz Kodowania']
856,Sandra,Moskalik,kobieta,18-03-2002,pl. Zakole 58/64 08-216 Skierniewice,[]
857,Maciej,Majzner,mężczyzna,18-07-1995,ulica Witosa 465 39-063 Wrocław,"['Guru Matematyki', 'Kreatywny Problem Solver', 'Technologiczny Wizjoner']"
858,Iwo,Gorzelańczyk,mężczyzna,13-04-1999,plac Krasickiego 18/10 36-967 Śrem,[]
859,Julian,Świech,mężczyzna,27-09-1991,aleja Fiołkowa 59 30-441 Szczecinek,"['Ekspercki Analizator Danych', 'Innowacyjny Programista', 'Doskonały Komunikator']"
860,Ryszard,Garczarek,mężczyzna,03-01-1988,aleja Szafirowa 93 31-828 Dzierżoniów,[]
861,Nikodem,Balawender,mężczyzna,05-03-2001,plac Rataja 900 87-595 Oleśnica,"['Kreatywny Problem Solver', 'Doskonały Komunikator']"
862,Maks,Klus,mężczyzna,26-07-1988,pl. Lipowa 80/77 99-827 Kościan,"['Technologiczny Wizjoner', 'Doskonały Komunikator', 'Technologiczny Wizjoner', 'Mistrz Kodowania']"
863,Sylwia,Majos,kobieta,01-07-2002,pl. Dworcowa 28 17-891 Lubin,"['Kreatywny Problem Solver', 'Ekspercki Analizator Danych', 'Wielki Odkrywca']"
864,Krystyna,Dyjas,kobieta,05-01-1994,ul. Piękna 87 44-545 Sandomierz,"['Ekspercki Analizator Danych', 'Guru Matematyki', 'Ekspercki Analizator Danych', 'Innowacyjny Programista']"
865,Grzegorz,Kleban,mężczyzna,16-06-1988,aleja Narutowicza 521 47-092 Kłodzko,"['Wielki Odkrywca', 'Ekspercki Analizator Danych', 'Innowacyjny Programista']"
866,Elżbieta,Makosz,kobieta,23-04-1994,al. Turystyczna 13/61 85-463 Olsztyn,"['Zaangażowany Twórca', 'Technologiczny Wizjoner']"
867,Melania,Nowotka,kobieta,03-11-1984,pl. Irysowa 02 58-030 Piła,['Guru Matematyki']
868,Tymoteusz,Wincenciak,mężczyzna,12-11-1994,ul. Szkolna 55 61-460 Goleniów,[]
869,Alex,Jany,mężczyzna,09-02-1998,al. Kalinowa 145 95-013 Siemianowice Śląskie,['Kreatywny Problem Solver']
870,Aniela,Smolka,kobieta,28-06-1996,ulica Odrzańska 96/68 30-722 Nowy Targ,['Mistrz Kodowania']
871,Wiktor,Szarzec,mężczyzna,06-02-1994,ul. Nowowiejska 26/43 90-522 Opole,"['Innowacyjny Programista', 'Mistrz Kodowania']"
872,Rafał,Andrukiewicz,mężczyzna,14-04-1986,plac Sadowa 23 83-576 Bełchatów,['Mistrz Kodowania']
873,Szymon,Linkiewicz,mężczyzna,12-05-1990,pl. Azaliowa 559 16-816 Bielawa,"['Ambitny Naukowiec', 'Innowacyjny Programista']"
874,Gabriel,Ważna,mężczyzna,13-12-2000,pl. Pomorska 482 96-738 Jastrzębie-Zdrój,['Doskonały Komunikator']
875,Krystyna,Szczesiak,kobieta,29-07-1992,ulica Tartaczna 39 98-234 Szczecinek,"['Ambitny Naukowiec', 'Ekspercki Analizator Danych']"
876,Maciej,Gregorczuk,mężczyzna,22-08-1991,ulica Zaciszna 683 48-813 Iława,"['Doskonały Komunikator', 'Mistrz Kodowania', 'Doskonały Komunikator']"
877,Marcelina,Lesiewicz,kobieta,16-03-1992,aleja Sikorskiego 19 85-242 Żagań,['Mistrz Kodowania']
878,Piotr,Stefankiewicz,mężczyzna,20-01-2001,al. Kaliska 048 04-414 Czerwionka-Leszczyny,[]
879,Alan,Janc,mężczyzna,29-02-1984,ulica Powstańców 93/50 18-739 Knurów,"['Ekspercki Analizator Danych', 'Wielki Odkrywca', 'Doskonały Komunikator']"
880,Blanka,Orkisz,kobieta,26-01-1985,plac Częstochowska 15 79-858 Mława,"['Innowacyjny Programista', 'Ambitny Naukowiec', 'Ambitny Naukowiec']"
881,Adam,Kasperczak,mężczyzna,22-05-1984,ul. Powstańców Śląskich 71 60-721 Oława,"['Kreatywny Problem Solver', 'Technologiczny Wizjoner', 'Kreatywny Problem Solver']"
882,Gustaw,Podgórna,mężczyzna,23-12-2003,pl. Andersa 19 77-227 Mielec,[]
883,Nela,Hamerla,kobieta,05-06-1992,plac Warszawska 53/74 09-679 Koło,"['Mistrz Kodowania', 'Innowacyjny Programista', 'Doskonały Komunikator']"
884,Kacper,Nytko,mężczyzna,16-10-2002,pl. Chopina 119 02-308 Gorlice,['Ekspercki Analizator Danych']
885,Marika,Forma,kobieta,10-06-1998,ulica Skrajna 01 04-323 Pruszków,[]
886,Jeremi,Glapiak,mężczyzna,26-08-2001,pl. Żwirowa 839 26-134 Bartoszyce,['Ekspercki Analizator Danych']
887,Kamila,Mazik,kobieta,09-03-1984,al. Kazimierza Wielkiego 51/60 27-988 Biała Podlaska,"['Technologiczny Wizjoner', 'Kreatywny Problem Solver', 'Innowacyjny Programista', 'Ambitny Naukowiec']"
888,Eliza,Legutko,kobieta,30-08-1984,ul. Sikorskiego 50 33-961 Zawiercie,['Zaangażowany Twórca']
889,Natasza,Małocha,kobieta,19-04-1996,ul. Tęczowa 15/25 91-044 Bytom,"['Kreatywny Problem Solver', 'Wielki Odkrywca', 'Ekspercki Analizator Danych']"
890,Maks,Naglik,mężczyzna,25-03-2003,ulica Wypoczynkowa 22/89 27-323 Gdańsk,['Ambitny Naukowiec']
891,Sara,Kościelak,kobieta,29-05-2003,aleja Kasprowicza 24/17 71-294 Włocławek,"['Mistrz Kodowania', 'Kreatywny Problem Solver', 'Ambitny Naukowiec']"
892,Maksymilian,Pietrek,mężczyzna,12-11-1983,pl. Plażowa 10 34-190 Kalisz,['Mistrz Kodowania']
893,Anita,Kaliciak,kobieta,15-03-1995,aleja Leśna 055 66-773 Kutno,"['Technologiczny Wizjoner', 'Kreatywny Problem Solver', 'Wielki Odkrywca', 'Mistrz Kodowania']"
894,Sebastian,Glegoła,mężczyzna,30-09-1994,ulica Lawendowa 97/32 40-453 Elbląg,"['Ekspercki Analizator Danych', 'Mistrz Kodowania']"
895,Igor,Korzekwa,mężczyzna,27-03-1990,ul. Podmiejska 03/15 20-329 Tomaszów Mazowiecki,"['Innowacyjny Programista', 'Innowacyjny Programista']"
896,Julianna,Delekta,kobieta,02-08-1995,al. Bałtycka 10/54 89-455 Oświęcim,"['Mistrz Kodowania', 'Kreatywny Problem Solver']"
