ID,Imię,Nazwisko,Płeć,Data urodzenia,Adres,Odznaki
180,Róża,Stempel,kobieta,06-03-1991,aleja Korczaka 22 11-355 Sandomierz,"['Innowacyjny Programista', 'Kreatywny Problem Solver']"
181,Krzysztof,Haremza,mężczyzna,28-06-1984,plac Maczka 02/06 75-843 Wrocław,"['Innowacyjny Programista', 'Technologiczny Wizjoner', 'Guru Matematyki', 'Doskonały Komunikator']"
182,Blanka,Andrearczyk,kobieta,17-03-1983,aleja Armii Krajowej 85/65 44-948 Racibórz,[]
183,Bartek,Politowicz,mężczyzna,21-05-1997,plac Władysława Łokietka 880 85-208 Gorzów Wielkopolski,['Innowacyjny Programista']
184,Igor,Migała,mężczyzna,21-09-1989,aleja Żurawia 52 64-778 Malbork,"['Kreatywny Problem Solver', 'Wielki Odkrywca']"
185,Maurycy,Roda,mężczyzna,04-07-2003,ulica Okrężna 97 13-147 Ostrów Mazowiecka,['Doskonały Komunikator']
186,Maciej,Krzysztoszek,mężczyzna,05-08-2002,ul. Słonecznikowa 13/22 91-484 Nowy Dwór Mazowiecki,"['Wielki Odkrywca', 'Ekspercki Analizator Danych']"
187,Gaja,Wojsław,kobieta,30-03-1993,plac Wspólna 33 42-134 Bolesławiec,"['Doskonały Komunikator', 'Doskonały Komunikator', 'Innowacyjny Programista', 'Ekspercki Analizator Danych']"
188,Kacper,Matyjaszek,mężczyzna,02-03-1989,ulica Kusocińskiego 81/66 98-200 Wieluń,"['Innowacyjny Programista', 'Guru Matematyki', 'Wielki Odkrywca', 'Ekspercki Analizator Danych']"
189,Kalina,Labudda,kobieta,02-04-1995,pl. Wróblewskiego 410 13-093 Tarnowskie Góry,"['Mistrz Kodowania', 'Technologiczny Wizjoner', 'Doskonały Komunikator', 'Wielki Odkrywca']"
190,Dominik,Kaczmarkiewicz,mężczyzna,23-04-1994,aleja Cedrowa 94 75-320 Koło,"['Technologiczny Wizjoner', 'Wielki Odkrywca', 'Wielki Odkrywca']"
191,Apolonia,Daniec,kobieta,02-08-2001,plac Kochanowskiego 38 66-397 Dzierżoniów,"['Ekspercki Analizator Danych', 'Zaangażowany Twórca', 'Doskonały Komunikator']"
192,Ida,Siembab,kobieta,30-03-1985,aleja Baczynskiego 60 46-616 Brodnica,"['Guru Matematyki', 'Zaangażowany Twórca', 'Technologiczny Wizjoner']"
193,Melania,Giec,kobieta,26-09-1984,al. Perłowa 476 47-168 Siedlce,"['Technologiczny Wizjoner', 'Kreatywny Problem Solver']"
194,Bianka,Golonko,kobieta,10-03-1995,plac Diamentowa 15 01-590 Czerwionka-Leszczyny,[]
195,Malwina,Łyczak,kobieta,13-07-1983,ul. Konwaliowa 83/63 44-859 Tczew,[]
196,Monika,Laszuk,kobieta,11-04-2004,ul. Rolna 79 03-019 Nowa Ruda,['Guru Matematyki']
197,Kamila,Błądek,kobieta,30-12-1984,pl. Daszyńskiego 34/17 14-833 Bolesławiec,"['Wielki Odkrywca', 'Kreatywny Problem Solver']"
198,Karina,Stąpór,kobieta,16-01-1997,ulica Wrzosowa 834 29-622 Śrem,['Doskonały Komunikator']
199,Paweł,Lisik,mężczyzna,28-04-1998,plac Świerczewskiego 847 50-842 Krotoszyn,[]
200,Kacper,Wośko,mężczyzna,03-04-1990,al. Wyspiańskiego 137 80-996 Płońsk,"['Kreatywny Problem Solver', 'Zaangażowany Twórca', 'Wielki Odkrywca', 'Zaangażowany Twórca']"
201,Ryszard,Bender,mężczyzna,28-10-1999,ulica Szpitalna 56/73 59-931 Częstochowa,['Ekspercki Analizator Danych']
202,Kajetan,Szok,mężczyzna,19-05-2003,al. Spacerowa 93 49-654 Gorzów Wielkopolski,"['Ekspercki Analizator Danych', 'Doskonały Komunikator', 'Ekspercki Analizator Danych']"
203,Łukasz,Radzewicz,mężczyzna,24-11-1985,aleja Świerczewskiego 527 91-334 Pruszków,['Doskonały Komunikator']
204,Konrad,Wojcik,mężczyzna,16-06-1999,pl. Armii Krajowej 41/91 61-699 Świebodzice,"['Wielki Odkrywca', 'Kreatywny Problem Solver', 'Ambitny Naukowiec']"
205,Jakub,Bujko,mężczyzna,17-10-1984,al. Popiełuszki 27 73-447 Gdańsk,"['Innowacyjny Programista', 'Ekspercki Analizator Danych', 'Kreatywny Problem Solver', 'Doskonały Komunikator']"
206,Grzegorz,Jenek,mężczyzna,27-03-2000,plac Strzelecka 31/21 24-444 Chrzanów,"['Technologiczny Wizjoner', 'Mistrz Kodowania']"
207,Fabian,Smolka,mężczyzna,22-06-1984,plac Piaskowa 941 21-156 Żagań,['Zaangażowany Twórca']
208,Juliusz,Kuciak,mężczyzna,09-12-1996,pl. Żwirowa 33/58 69-176 Płock,"['Ambitny Naukowiec', 'Kreatywny Problem Solver', 'Ambitny Naukowiec']"
209,Olga,Kuropatwa,kobieta,16-12-1987,al. Batalionów Chłopskich 86/88 50-558 Piastów,['Technologiczny Wizjoner']
210,Kamil,Kurz,mężczyzna,06-08-2001,ul. Broniewskiego 57 15-489 Jawor,['Mistrz Kodowania']
211,Mikołaj,Linda,mężczyzna,28-07-1997,ulica Księżycowa 42 83-702 Nowy Targ,"['Kreatywny Problem Solver', 'Technologiczny Wizjoner', 'Guru Matematyki', 'Guru Matematyki']"
212,Franciszek,Folga,mężczyzna,11-06-1984,al. Prusa 635 44-778 Poznań,"['Doskonały Komunikator', 'Innowacyjny Programista']"
213,Ignacy,Sobstyl,mężczyzna,30-11-1991,plac Łączna 249 45-259 Ruda Śląska,"['Mistrz Kodowania', 'Zaangażowany Twórca', 'Ekspercki Analizator Danych']"
214,Janina,Dybał,kobieta,08-08-1987,pl. Warszawska 80 47-748 Swarzędz,['Zaangażowany Twórca']
215,Anna Maria,Czylok,kobieta,28-01-1999,aleja Rubinowa 31/32 79-814 Polkowice,[]
216,Kalina,Frankowicz,kobieta,04-07-1997,al. Makuszyńskiego 024 48-395 Tychy,"['Guru Matematyki', 'Technologiczny Wizjoner', 'Mistrz Kodowania', 'Mistrz Kodowania']"
217,Miłosz,Bodych,mężczyzna,09-12-1993,plac Paderewskiego 408 22-463 Żyrardów,[]
218,Jakub,Piórek,mężczyzna,10-11-2004,aleja Stycznia 62 22-807 Wałbrzych,['Mistrz Kodowania']
219,Nicole,Teterycz,mężczyzna,27-09-1997,aleja Osiedlowa 52/14 15-132 Chorzów,['Ambitny Naukowiec']
220,Apolonia,Cichowlas,kobieta,01-07-1985,pl. Widok 556 63-273 Kraśnik,[]
221,Damian,Saczuk,mężczyzna,02-12-1982,ul. Łabędzia 428 27-157 Tarnowskie Góry,"['Technologiczny Wizjoner', 'Guru Matematyki', 'Mistrz Kodowania']"
222,Apolonia,Głowiak,kobieta,19-03-1998,aleja Stolarska 25 18-215 Biała Podlaska,['Innowacyjny Programista']
223,Bruno,Młyńczak,mężczyzna,05-12-1992,pl. Żeglarska 133 34-014 Iława,"['Mistrz Kodowania', 'Mistrz Kodowania', 'Innowacyjny Programista', 'Ambitny Naukowiec']"
224,Albert,Pruchnik,mężczyzna,11-12-1989,al. Przemysłowa 37 15-748 Kętrzyn,"['Ambitny Naukowiec', 'Ambitny Naukowiec']"
225,Jędrzej,Pietrusiak,mężczyzna,05-04-1993,al. Jana 51/74 67-141 Ząbki,[]
226,Blanka,Palica,kobieta,01-03-1993,pl. Reja 34 79-337 Bielawa,[]
227,Tobiasz,Jonik,mężczyzna,14-08-1988,al. Stroma 97 90-162 Wieluń,[]
228,Anastazja,Sus,kobieta,13-11-2000,aleja Paderewskiego 81 57-369 Opole,['Ambitny Naukowiec']
229,Karina,Wiszowaty,kobieta,13-05-1988,al. Tuwima 51/82 58-762 Kętrzyn,"['Mistrz Kodowania', 'Innowacyjny Programista', 'Wielki Odkrywca']"
230,Eryk,Kuzia,mężczyzna,25-06-1984,ul. Staffa 62 72-963 Zgorzelec,"['Mistrz Kodowania', 'Innowacyjny Programista', 'Mistrz Kodowania']"
231,Emil,Neubauer,mężczyzna,07-02-2005,ulica Koralowa 22/27 35-519 Olsztyn,['Ambitny Naukowiec']
232,Kacper,Luks,mężczyzna,21-12-1989,ulica Bydgoska 95 95-762 Kraśnik,"['Wielki Odkrywca', 'Mistrz Kodowania', 'Wielki Odkrywca']"
233,Maksymilian,Kociemba,mężczyzna,01-01-1996,pl. Widokowa 72 56-440 Żywiec,"['Mistrz Kodowania', 'Doskonały Komunikator', 'Guru Matematyki', 'Innowacyjny Programista']"
234,Maciej,Domka,mężczyzna,04-12-2004,ulica Olchowa 23/32 96-673 Częstochowa,"['Technologiczny Wizjoner', 'Technologiczny Wizjoner']"
235,Natasza,Kocurek,kobieta,29-09-2001,aleja Bolesława Chrobrego 36 68-546 Mława,[]
236,Anita,Fornalik,kobieta,07-02-2001,plac Drzymały 80 77-029 Czeladź,"['Wielki Odkrywca', 'Guru Matematyki', 'Guru Matematyki', 'Guru Matematyki']"
237,Leonard,Malcher,mężczyzna,17-07-1996,plac Wypoczynkowa 53/37 92-633 Mikołów,"['Innowacyjny Programista', 'Ekspercki Analizator Danych']"
238,Tomasz,Ogrodowicz,mężczyzna,17-11-1985,ul. Waryńskiego 466 26-137 Pruszcz Gdański,['Ambitny Naukowiec']
239,Tymon,Kopała,mężczyzna,15-10-1993,plac Kaliska 11 53-415 Siedlce,"['Mistrz Kodowania', 'Zaangażowany Twórca', 'Zaangażowany Twórca', 'Guru Matematyki']"
240,Inga,Fudalej,kobieta,25-02-1999,ulica Floriana 532 56-503 Piła,[]
241,Patryk,Hadam,mężczyzna,28-08-1996,pl. Srebrna 83/77 83-399 Inowrocław,"['Wielki Odkrywca', 'Guru Matematyki', 'Innowacyjny Programista']"
242,Apolonia,Gotfryd,kobieta,27-06-2000,ulica Zaciszna 94/18 74-253 Ostrów Wielkopolski,[]
243,Marika,Wojtczuk,kobieta,22-12-2002,aleja Sowia 71 34-219 Sochaczew,[]
244,Miłosz,Siebert,mężczyzna,30-08-1992,al. Poziomkowa 98 10-496 Zawiercie,"['Guru Matematyki', 'Mistrz Kodowania']"
245,Olga,Kilar,kobieta,16-10-1998,ul. Brzozowa 04/14 26-165 Kołobrzeg,['Zaangażowany Twórca']
246,Tymon,Przekwas,mężczyzna,02-02-1988,al. Maczka 590 75-851 Augustów,"['Doskonały Komunikator', 'Mistrz Kodowania', 'Ekspercki Analizator Danych', 'Innowacyjny Programista']"
247,Juliusz,Langiewicz,mężczyzna,16-02-1998,al. Malczewskiego 696 83-659 Zamość,"['Kreatywny Problem Solver', 'Wielki Odkrywca', 'Guru Matematyki']"
248,Krystian,Niemczuk,mężczyzna,12-08-1992,plac Podmiejska 61 59-088 Biała Podlaska,['Guru Matematyki']
249,Jerzy,Drążyk,mężczyzna,29-11-1982,plac Piaskowa 324 80-570 Gdańsk,"['Mistrz Kodowania', 'Ambitny Naukowiec', 'Ambitny Naukowiec']"
250,Marianna,Kozaczuk,kobieta,14-01-2005,plac Krzywa 679 60-642 Zawiercie,[]
251,Józef,Słysz,mężczyzna,24-07-2003,al. Orla 11 74-689 Białystok,"['Doskonały Komunikator', 'Kreatywny Problem Solver', 'Ekspercki Analizator Danych', 'Mistrz Kodowania']"
252,Damian,Maciejczuk,mężczyzna,03-11-1990,aleja Kopernika 24/46 24-716 Zambrów,"['Guru Matematyki', 'Doskonały Komunikator']"
253,Przemysław,Szkatuła,mężczyzna,05-04-1996,al. Wieniawskiego 89/06 07-914 Gliwice,[]
254,Róża,Samson,kobieta,14-06-2003,ul. Kosynierów 90 15-849 Koło,"['Mistrz Kodowania', 'Kreatywny Problem Solver', 'Doskonały Komunikator']"
255,Kornel,Uroda,mężczyzna,05-11-2002,aleja Krótka 937 18-634 Ełk,[]
256,Klara,Tułacz,kobieta,03-01-1987,ulica Południowa 73/71 77-294 Gorlice,[]
257,Daniel,Ważna,mężczyzna,25-09-1997,al. Poziomkowa 38 83-650 Jastrzębie-Zdrój,"['Doskonały Komunikator', 'Ekspercki Analizator Danych']"
258,Sara,Łokaj,kobieta,16-02-2004,aleja Rynek 69 82-282 Giżycko,"['Innowacyjny Programista', 'Guru Matematyki', 'Wielki Odkrywca']"
259,Łukasz,Kiełbus,mężczyzna,04-01-2003,ulica Gdańska 48/40 23-889 Olsztyn,"['Kreatywny Problem Solver', 'Ekspercki Analizator Danych']"
260,Ewelina,Hutyra,kobieta,05-03-2004,plac Zaułek 75/68 83-543 Rybnik,[]
261,Nicole,Golenia,mężczyzna,29-06-2003,ulica Warszawska 13 11-099 Ostrów Mazowiecka,['Kreatywny Problem Solver']
262,Dawid,Świgoń,mężczyzna,19-11-1995,plac Parkowa 875 37-765 Dąbrowa Górnicza,[]
263,Melania,Jakiel,kobieta,08-12-2003,al. Kreta 47/22 35-362 Piotrków Trybunalski,"['Guru Matematyki', 'Guru Matematyki']"
264,Sebastian,Sot,mężczyzna,27-11-1988,pl. Bukowa 43/81 97-903 Kraśnik,"['Doskonały Komunikator', 'Innowacyjny Programista', 'Innowacyjny Programista', 'Innowacyjny Programista']"
265,Radosław,Milczarczyk,mężczyzna,01-07-1987,ulica Jaskółcza 02/16 01-055 Radomsko,['Innowacyjny Programista']
266,Rafał,Janiga,mężczyzna,07-04-1984,ul. Drzymały 75/03 27-310 Bolesławiec,"['Wielki Odkrywca', 'Ambitny Naukowiec', 'Technologiczny Wizjoner', 'Zaangażowany Twórca']"
267,Jan,Krysta,mężczyzna,11-03-2004,pl. Słowicza 18/13 65-995 Warszawa,"['Innowacyjny Programista', 'Doskonały Komunikator', 'Ambitny Naukowiec']"
268,Tymon,Łuczkiewicz,mężczyzna,05-02-1999,al. Spółdzielcza 36 49-328 Sochaczew,"['Zaangażowany Twórca', 'Innowacyjny Programista', 'Doskonały Komunikator']"
269,Angelika,Bielas,kobieta,26-04-1990,aleja Gołębia 539 65-549 Białystok,"['Wielki Odkrywca', 'Doskonały Komunikator', 'Guru Matematyki']"
270,Maciej,Stachewicz,mężczyzna,06-07-1984,ul. Wyzwolenia 84 87-203 Jawor,"['Ekspercki Analizator Danych', 'Ekspercki Analizator Danych', 'Technologiczny Wizjoner']"
271,Leon,Gęsiarz,mężczyzna,31-10-1988,ulica Podleśna 74/77 90-724 Olsztyn,"['Technologiczny Wizjoner', 'Ambitny Naukowiec', 'Doskonały Komunikator']"
272,Nicole,Osial,mężczyzna,15-10-2002,plac Tartaczna 52 73-993 Wałcz,"['Zaangażowany Twórca', 'Ekspercki Analizator Danych']"
273,Tomasz,Kuświk,mężczyzna,07-01-1989,al. Wodna 67/26 26-295 Sopot,"['Guru Matematyki', 'Technologiczny Wizjoner']"
274,Karol,Fydrych,mężczyzna,02-03-1989,aleja Ciasna 392 17-959 Chrzanów,[]
275,Grzegorz,Maszczyk,mężczyzna,24-03-1992,ulica Bankowa 024 56-361 Pszczyna,['Zaangażowany Twórca']
276,Bartek,Salomon,mężczyzna,21-04-1991,ulica Urocza 98/85 08-947 Oława,"['Innowacyjny Programista', 'Wielki Odkrywca', 'Ekspercki Analizator Danych']"
277,Justyna,Mały,kobieta,10-07-1995,aleja Bema 06 70-700 Piotrków Trybunalski,"['Mistrz Kodowania', 'Ekspercki Analizator Danych', 'Wielki Odkrywca', 'Innowacyjny Programista']"
278,Hubert,Szrama,mężczyzna,15-12-1990,aleja Batalionów Chłopskich 968 21-088 Koło,"['Ambitny Naukowiec', 'Technologiczny Wizjoner', 'Technologiczny Wizjoner', 'Ekspercki Analizator Danych']"
279,Jan,Pochopień,mężczyzna,04-03-1994,al. Sucharskiego 15 03-800 Police,['Guru Matematyki']
280,Bianka,Borkowicz,kobieta,04-10-1999,ul. Topolowa 12 54-894 Zamość,['Innowacyjny Programista']
281,Bartek,Puła,mężczyzna,09-12-1987,ulica Olchowa 78/83 12-730 Gdańsk,[]
282,Konrad,Giec,mężczyzna,30-06-1991,pl. Fiołkowa 19/20 18-145 Tarnobrzeg,['Ekspercki Analizator Danych']
283,Tola,Engler,kobieta,18-07-1998,pl. Kasprowicza 49 63-124 Otwock,[]
284,Miłosz,Achtelik,mężczyzna,14-03-1991,ul. Kamienna 449 91-744 Oława,"['Kreatywny Problem Solver', 'Guru Matematyki', 'Mistrz Kodowania', 'Wielki Odkrywca']"
285,Aleksander,Trzmiel,mężczyzna,15-08-1993,aleja Szmaragdowa 35/25 53-716 Bielsko-Biała,[]
286,Jeremi,Oleszczak,mężczyzna,11-06-1988,plac Konwaliowa 65 47-238 Lubliniec,"['Doskonały Komunikator', 'Innowacyjny Programista']"
287,Maksymilian,Ryndak,mężczyzna,29-09-1992,plac Traugutta 54 45-016 Zawiercie,"['Wielki Odkrywca', 'Kreatywny Problem Solver']"
288,Maciej,Klus,mężczyzna,05-06-1994,ulica Truskawkowa 60 58-034 Grudziądz,['Innowacyjny Programista']
289,Paweł,Sendor,mężczyzna,26-07-1987,ulica Wojska Polskiego 86 75-612 Jasło,"['Wielki Odkrywca', 'Ambitny Naukowiec']"
290,Ewelina,Wosiek,kobieta,31-05-1999,pl. Fiołkowa 943 99-502 Krotoszyn,"['Zaangażowany Twórca', 'Wielki Odkrywca']"
291,Malwina,Wawak,kobieta,28-11-1984,pl. Żeglarska 87 26-732 Szczecinek,"['Kreatywny Problem Solver', 'Ambitny Naukowiec', 'Mistrz Kodowania']"
292,Cyprian,Teper,mężczyzna,17-07-1990,al. Paderewskiego 22 09-666 Pszczyna,"['Wielki Odkrywca', 'Zaangażowany Twórca']"
293,Paweł,Łachacz,mężczyzna,18-12-2000,plac Ptasia 412 60-280 Gdańsk,"['Guru Matematyki', 'Ambitny Naukowiec']"
294,Maurycy,Perlik,mężczyzna,03-05-1991,pl. Mazurska 772 95-974 Lębork,[]
295,Konrad,Oleszczak,mężczyzna,09-04-1989,aleja Jasna 551 03-146 Pruszków,"['Innowacyjny Programista', 'Mistrz Kodowania']"
296,Krzysztof,Lisik,mężczyzna,15-12-2002,ul. Dojazdowa 401 10-410 Kołobrzeg,"['Innowacyjny Programista', 'Technologiczny Wizjoner', 'Mistrz Kodowania', 'Wielki Odkrywca']"
297,Dominik,Daraż,mężczyzna,30-05-1996,aleja Żytnia 68/77 93-913 Kutno,"['Ambitny Naukowiec', 'Innowacyjny Programista', 'Zaangażowany Twórca', 'Ambitny Naukowiec']"
298,Antoni,Kuza,mężczyzna,06-03-1997,plac Kusocińskiego 29 37-371 Kędzierzyn-Koźle,"['Ekspercki Analizator Danych', 'Ambitny Naukowiec', 'Ekspercki Analizator Danych', 'Ambitny Naukowiec']"
299,Kacper,Marach,mężczyzna,19-10-1997,pl. Jagiellońska 01 40-555 Swarzędz,"['Kreatywny Problem Solver', 'Ekspercki Analizator Danych', 'Doskonały Komunikator', 'Ekspercki Analizator Danych']"
300,Aleks,Noras,mężczyzna,16-10-1993,pl. Osiedlowa 41/27 26-748 Włocławek,"['Mistrz Kodowania', 'Doskonały Komunikator', 'Guru Matematyki', 'Wielki Odkrywca']"
301,Nicole,Olearczyk,mężczyzna,26-05-1985,pl. Poprzeczna 64/30 43-020 Malbork,"['Ambitny Naukowiec', 'Ambitny Naukowiec', 'Ekspercki Analizator Danych']"
302,Ewa,Komisarczyk,kobieta,19-11-1990,aleja Fabryczna 044 01-029 Tarnowskie Góry,"['Guru Matematyki', 'Zaangażowany Twórca', 'Doskonały Komunikator']"
303,Krzysztof,Obst,mężczyzna,22-05-1984,al. Reymonta 919 55-055 Radomsko,['Ekspercki Analizator Danych']
304,Grzegorz,Heczko,mężczyzna,11-03-1992,ul. Myśliwska 214 08-151 Krosno,"['Mistrz Kodowania', 'Technologiczny Wizjoner', 'Kreatywny Problem Solver', 'Zaangażowany Twórca']"
305,Maciej,Gwara,mężczyzna,19-06-1994,pl. Korczaka 87 40-728 Siemianowice Śląskie,"['Technologiczny Wizjoner', 'Zaangażowany Twórca', 'Wielki Odkrywca', 'Kreatywny Problem Solver']"
306,Marek,Micał,mężczyzna,18-10-1986,aleja Matejki 64/35 16-320 Oleśnica,"['Innowacyjny Programista', 'Wielki Odkrywca']"
307,Gabriel,Stosik,mężczyzna,25-03-1987,aleja Waryńskiego 96/18 99-020 Elbląg,[]
308,Angelika,Armatys,kobieta,28-07-1989,plac Paderewskiego 06/40 99-589 Żory,"['Zaangażowany Twórca', 'Doskonały Komunikator', 'Wielki Odkrywca']"
309,Dagmara,Czupryn,kobieta,13-05-1998,ul. Częstochowska 09 43-786 Gorzów Wielkopolski,"['Ekspercki Analizator Danych', 'Wielki Odkrywca', 'Ekspercki Analizator Danych', 'Innowacyjny Programista']"
310,Apolonia,Piekara,kobieta,12-02-1994,pl. Liliowa 21 02-680 Wołomin,"['Technologiczny Wizjoner', 'Guru Matematyki']"
311,Jan,Stawowczyk,mężczyzna,12-07-1987,ul. Cisowa 03 86-835 Świdnica,"['Doskonały Komunikator', 'Guru Matematyki']"
312,Kaja,Olbrych,kobieta,15-03-1991,ul. Zachodnia 262 29-674 Poznań,"['Kreatywny Problem Solver', 'Ekspercki Analizator Danych', 'Zaangażowany Twórca', 'Doskonały Komunikator']"
313,Ewelina,Supeł,kobieta,02-03-1993,ul. Częstochowska 76/55 41-477 Olsztyn,"['Mistrz Kodowania', 'Ambitny Naukowiec']"
314,Ada,Browarczyk,kobieta,18-04-1996,plac Glówna 91/16 74-037 Koszalin,"['Ekspercki Analizator Danych', 'Zaangażowany Twórca']"
315,Filip,Garczyk,mężczyzna,04-07-1983,aleja Zbożowa 77/52 19-934 Tychy,[]
316,Mateusz,Gill,mężczyzna,19-04-2001,plac Wiklinowa 40 71-807 Iława,['Wielki Odkrywca']
317,Maksymilian,Furgał,mężczyzna,22-11-2002,plac Górnicza 95 58-703 Stargard Szczeciński,"['Ambitny Naukowiec', 'Mistrz Kodowania', 'Ambitny Naukowiec']"
318,Leonard,Broszkiewicz,mężczyzna,10-06-2002,ul. Sadowa 449 35-071 Zabrze,['Ekspercki Analizator Danych']
319,Oskar,Berek,mężczyzna,17-11-1993,aleja Wyzwolenia 05 66-154 Głogów,[]
320,Fabian,Midura,mężczyzna,26-10-1990,ulica Letniskowa 93 11-190 Kędzierzyn-Koźle,"['Ekspercki Analizator Danych', 'Innowacyjny Programista', 'Wielki Odkrywca']"
321,Elżbieta,Kobryń,kobieta,27-07-1998,pl. Brzozowa 34/27 41-172 Biłgoraj,['Innowacyjny Programista']
322,Maurycy,Misiuk,mężczyzna,31-07-1990,al. Orla 34 23-961 Legnica,[]
323,Artur,Ludwisiak,mężczyzna,05-12-1982,al. Poziomkowa 653 38-142 Gorlice,[]
324,Konrad,Wikło,mężczyzna,26-05-1989,al. Gałczynskiego 75 56-940 Sieradz,['Zaangażowany Twórca']
325,Wiktor,Majtyka,mężczyzna,29-02-2004,plac Azaliowa 90/52 87-624 Wejherowo,"['Guru Matematyki', 'Guru Matematyki', 'Kreatywny Problem Solver', 'Ekspercki Analizator Danych']"
326,Stefan,Staśko,mężczyzna,28-07-1983,al. Rumiankowa 87 15-854 Ostrów Wielkopolski,[]
327,Sandra,Cuch,kobieta,02-01-1988,ul. Cyprysowa 16/50 84-135 Marki,"['Ekspercki Analizator Danych', 'Innowacyjny Programista']"
328,Ida,Andrys,kobieta,17-10-1992,aleja Hutnicza 873 13-125 Giżycko,"['Mistrz Kodowania', 'Wielki Odkrywca', 'Doskonały Komunikator', 'Guru Matematyki']"
329,Sebastian,Bieleń,mężczyzna,15-01-1993,plac Gdańska 44/48 88-205 Lębork,"['Doskonały Komunikator', 'Wielki Odkrywca']"
330,Nikodem,Szołtysik,mężczyzna,29-01-1990,al. Urocza 12/05 59-391 Zambrów,[]
331,Marcel,Siejak,mężczyzna,30-09-2004,ulica Głogowa 59/70 84-308 Zielona Góra,"['Mistrz Kodowania', 'Innowacyjny Programista', 'Wielki Odkrywca', 'Wielki Odkrywca']"
332,Cyprian,Mleczek,mężczyzna,26-06-1996,ulica Ptasia 59 02-103 Augustów,"['Innowacyjny Programista', 'Kreatywny Problem Solver', 'Mistrz Kodowania', 'Technologiczny Wizjoner']"
333,Lidia,Walasik,kobieta,20-11-1982,ulica Podgórna 605 55-938 Pabianice,['Mistrz Kodowania']
334,Nikodem,Szlachcic,mężczyzna,25-01-1987,aleja Majowa 04/80 31-029 Lębork,"['Zaangażowany Twórca', 'Technologiczny Wizjoner']"
335,Dominik,Oleksik,mężczyzna,05-06-1993,plac Słonecznikowa 26/60 53-789 Oświęcim,"['Ambitny Naukowiec', 'Doskonały Komunikator', 'Guru Matematyki']"
336,Aniela,Morka,kobieta,20-01-1984,ul. Krakowska 50/97 39-880 Świecie,"['Doskonały Komunikator', 'Guru Matematyki']"
337,Ewa,Dobrosz,kobieta,08-01-1996,ul. Borówkowa 846 55-961 Zielona Góra,"['Kreatywny Problem Solver', 'Innowacyjny Programista', 'Ekspercki Analizator Danych']"
338,Marcelina,Jakiel,kobieta,10-06-1988,aleja Strumykowa 66/49 37-851 Kościan,[]
339,Gaja,Dziewior,kobieta,14-09-2004,ulica Zaciszna 911 75-161 Piotrków Trybunalski,"['Kreatywny Problem Solver', 'Guru Matematyki', 'Innowacyjny Programista']"
340,Franciszek,Bryda,mężczyzna,09-10-1986,al. Cyprysowa 28 11-247 Świebodzice,"['Ekspercki Analizator Danych', 'Ekspercki Analizator Danych', 'Innowacyjny Programista']"
341,Marianna,Synak,kobieta,04-03-1989,al. Jagiellońska 889 90-243 Piastów,[]
342,Damian,Waraksa,mężczyzna,23-02-1998,aleja Brzechwy 52/38 16-984 Ostrów Mazowiecka,"['Zaangażowany Twórca', 'Technologiczny Wizjoner']"
343,Cyprian,Pych,mężczyzna,17-07-1986,ul. Korfantego 75 97-823 Stargard Szczeciński,"['Guru Matematyki', 'Mistrz Kodowania']"
344,Borys,Behrendt,mężczyzna,13-05-1992,al. Okrężna 13/59 21-781 Koszalin,"['Technologiczny Wizjoner', 'Technologiczny Wizjoner', 'Zaangażowany Twórca', 'Wielki Odkrywca']"
345,Kornel,Janke,mężczyzna,30-11-1999,aleja Spacerowa 85 11-524 Krosno,"['Kreatywny Problem Solver', 'Doskonały Komunikator', 'Ambitny Naukowiec', 'Ambitny Naukowiec']"
346,Bruno,Wysota,mężczyzna,21-04-1984,plac Cyprysowa 08 42-818 Kraków,"['Wielki Odkrywca', 'Ekspercki Analizator Danych', 'Technologiczny Wizjoner']"
347,Damian,Dadej,mężczyzna,21-10-1995,ulica Zachodnia 044 52-768 Piekary Śląskie,"['Wielki Odkrywca', 'Zaangażowany Twórca', 'Kreatywny Problem Solver', 'Technologiczny Wizjoner']"
348,Daniel,Marko,mężczyzna,25-11-1983,plac Listopada 33 14-433 Zabrze,['Wielki Odkrywca']
349,Andrzej,Tofil,mężczyzna,08-01-1984,al. Wyspiańskiego 685 56-105 Świebodzice,"['Zaangażowany Twórca', 'Zaangażowany Twórca']"
350,Jędrzej,Leśna,mężczyzna,03-10-1989,al. Konopnickiej 51/76 54-741 Sochaczew,"['Guru Matematyki', 'Ekspercki Analizator Danych']"
351,Krzysztof,Kucharzyk,mężczyzna,28-04-2000,ul. Dworcowa 758 78-242 Łowicz,"['Ambitny Naukowiec', 'Kreatywny Problem Solver', 'Innowacyjny Programista', 'Mistrz Kodowania']"
